date,VRP(A) ,VRP(N),Mktrf,Beta,Beta(WLS),Beta*VRP,Pred,,,,
2/28/2013,0.001124,0.001045,0.0129,-16.8514,-16.4995,0.018545438,0.0403,,,,
3/31/2013,0.000794,0.000876,0.0403,-9.0177,-9.7482,0.007740071,0.0155,,,,
4/30/2013,0.001,0.000991,0.0155,-15.2755,-15.3346,0.0153346,0.028,,,,
5/31/2013,0.000885,0.00091,0.028,-7.5928,-7.7046,0.006818571,-0.012,,,,
6/30/2013,0.001783,0.001115,-0.012,-12.1041,-12.2548,0.021850308,0.0565,,,,
7/31/2013,0.001127,0.001262,0.0565,-0.8156,-2.9695,0.003346627,-0.0271,,,,
8/31/2013,0.001067,0.001257,-0.0271,-12.3065,-14.1207,0.015066787,0.0377,,,,
9/30/2013,0.001206,0.001196,0.0377,0.905,0.9081,-0.001095169,0.0418,,,,
10/31/2013,0.001452,0.001569,0.0418,-15.3006,-13.6501,0.019819945,0.0312,,,,
11/30/2013,0.000861,0.000976,0.0312,-15.4549,-11.3968,0.009812645,0.0281,,,,
12/31/2013,0.001152,0.001203,0.0281,3.0022,1.9676,-0.002266675,-0.0332,,,,
1/31/2014,0.001179,0.001097,-0.0332,-13.101,-14.8147,0.017466531,0.0465,,,,
2/28/2014,0.001502,0.001279,0.0465,-15.7864,-11.3783,0.017090207,0.0043,,,,
3/31/2014,0.001246,0.001109,0.0043,-10.4094,-9.8569,0.012281697,-0.0019,,,,
4/30/2014,0.001131,0.000948,-0.0019,-10.8463,-11.4253,0.012922014,0.0206,,,,
5/31/2014,0.000806,0.000889,0.0206,-9.5791,-13.2753,0.010699892,0.0261,,,,
6/30/2014,0.000658,0.000858,0.0261,-9.0799,-6.2507,0.004112961,-0.0204,,,,
7/31/2014,0.000852,0.000963,-0.0204,-20.3168,-19.1272,0.016296374,0.0424,,,,
8/31/2014,0.001101,0.001108,0.0424,-11.5482,-12.7699,0.01405966,-0.0197,,,,
9/30/2014,0.000983,0.001069,-0.0197,-14.4023,-12.9353,0.0127154,0.0252,,,,
10/31/2014,0.002171,0.001163,0.0252,-2.8063,-2.9718,0.006451778,0.0255,,,,
11/30/2014,0.001137,0.001096,0.0255,-10.9834,-10.138,0.011526906,-0.0006,,,,
12/31/2014,0.001624,0.001476,-0.0006,-5.8044,-10.2002,0.016565125,-0.0311,,,,
1/31/2015,0.00241,0.001448,-0.0311,-10.7232,-8.9979,0.021684939,0.0613,,,,
2/28/2015,0.001618,0.001379,0.0613,-1.969,-6.6183,0.010708409,-0.0112,,,,
3/31/2015,0.001156,0.001215,-0.0112,-2.2037,-2.1019,0.002429796,0.0059,,,,
4/30/2015,0.000905,0.000969,0.0059,-11.125,-13.0733,0.011831337,0.0136,,,,
5/31/2015,0.000847,0.000971,0.0136,-14.4622,-15.1999,0.012874315,-0.0153,,,,
6/30/2015,0.001049,0.001236,-0.0153,-10.3909,-7.6323,0.008006283,0.0154,,,,
7/31/2015,0.000973,0.001245,0.0154,-5.8598,-10.7812,0.010490108,-0.0604,,,,
8/31/2015,0.002326,0.000212,-0.0604,-0.3629,-0.2309,0.000537073,-0.0308,,,,
9/30/2015,0.004122,0.003039,-0.0308,-4.9711,-5.1825,0.021362265,0.0775,,,,
10/31/2015,0.001402,0.001482,0.0775,3.8765,5.6154,-0.007872791,0.0056,,,,
11/30/2015,0.001229,0.001503,0.0056,-6.1669,-1.4386,0.001768039,-0.0217,,,,
12/31/2015,0.001653,0.001653,-0.0217,-5.1375,-7.3059,0.012076653,-0.0577,,,,
1/31/2016,0.003297,0.001313,-0.0577,-3.7671,-3.3769,0.011133639,-0.0007,,,,
2/29/2016,0.002844,0.001922,-0.0007,-2.5488,-2.4742,0.007036625,0.0696,,,,
3/31/2016,0.000929,0.001479,0.0696,-4.1741,-3.7881,0.003519145,0.0092,,,,
4/30/2016,0.000567,0.001161,0.0092,-9.0846,-6.1846,0.003506668,0.0178,,,,
5/31/2016,0.000668,0.001244,0.0178,-6.5357,-9.7084,0.006485211,-0.0005,,,,
6/30/2016,0.001577,0.002017,-0.0005,-8.703,-8.4584,0.013338897,0.0395,,,,
7/31/2016,0.000325,0.001074,0.0395,-4.8683,-4.0099,0.001303218,0.005,,,,
8/31/2016,0.000501,0.001124,0.005,-6.4919,-7.7568,0.003886157,0.0025,,,,
9/30/2016,0.001022,0.001115,0.0025,-9.0559,-8.7941,0.00898757,-0.0202,,,,
10/31/2016,0.001174,0.001345,-0.0202,-7.9971,-8.6508,0.010156039,0.0486,,,,
11/30/2016,0.001358,0.001454,0.0486,2.6278,1.418,-0.001925644,0.0182,,,,
12/31/2016,0.000838,0.000987,0.0182,-8.5515,-8.5514,0.007166073,0.0194,,,,
1/31/2017,0.000771364,0.000807,0.0194,-0.6115,-2.5736,0.001985181,0.0357,,,,
2/28/2017,0.000807273,0.000825,0.0357,-11.8103,-12.0242,0.009706809,0.0017,,,,
3/31/2017,0.000935,0.000846,0.0017,-13.4265,-6.3775,0.005962963,0.0109,,,,
4/30/2017,0.000972727,0.001099,0.0109,-13.4603,-10.2958,0.010015005,0.0106,,,,
5/31/2017,0.000821818,0.000722,0.0106,-16.0938,-16.2218,0.01333137,0.0078,,,,
6/30/2017,0.000643182,0.000613,0.0078,-11.4138,-11.0627,0.007115328,0.0187,,,,
7/31/2017,0.000658636,0.000643,0.0187,-10.5769,-10.5045,0.006918646,0.0016,,,,
8/31/2017,0.001037273,0.000973,0.0016,-30.3137,-34.0926,0.035363324,0.0251,,,,
9/30/2017,0.000706364,0.000709,0.0251,-11.1548,-9.4643,0.006685237,0.0225,,,,
10/31/2017,0.000760909,0.000707,0.0225,-12.0342,-10.3696,0.007890323,0.0312,,,,
11/30/2017,0.000719091,0.000749,0.0312,-5.0276,-3.7982,0.002731251,0.0106,,,,
12/31/2017,0.000576818,0.000622,0.0106,-0.6847,-0.3672,0.000211808,0.0558,,,,
1/31/2018,0.000693182,0.000798,0.0558,-22.1005,-26.0173,0.018034719,-0.0365,,,,
2/28/2018,0.000732727,0.000801,-0.0365,-1.205,-0.5144,0.000376915,-0.0235,,,,
3/31/2018,0.001225455,0.00155,-0.0235,-5.5785,-6.2086,0.007608357,0.0029,,,,
4/30/2018,0.001194545,0.001309,0.0029,-7.5425,-7.8095,0.009328803,0.0265,,,,
5/31/2018,0.001018182,0.000957,0.0265,-9.6281,-11.0374,0.01123808,0.0048,,,,
6/30/2018,0.001051818,0.001043,0.0048,-10.3178,-10.5586,0.011105727,0.0319,,,,
7/31/2018,0.001032727,0.001007,0.0319,-3.5318,-0.925,0.000955273,0.0344,,,,
8/31/2018,0.001125909,0.000946,0.0344,-18.7617,-18.4866,0.020814231,0.0006,,,,
9/30/2018,0.000944091,0.000978,0.0006,-8.5181,-9.6895,0.009147769,-0.0768,,,,
10/31/2018,0.000759545,0.001297,-0.0768,-4.9006,-5.3595,0.004070784,0.0169,,,,
11/30/2018,0.001406364,0.001477,0.0169,-2.8861,-2.6339,0.003704221,-0.0955,,,,
12/31/2018,0.000201818,0.001311,-0.0955,0.29,-0.2921,5.90E-05,0.0841,,,,
1/31/2019,0.001627273,0.001436,0.0841,-8.0279,-7.9117,0.012874494,0.034,,,,
2/28/2019,0.001264091,0.001234,0.034,-11.7593,-11.9734,0.015135466,0.011,,,,
3/31/2019,0.000965,0.000929,0.011,-12.8453,-13.0073,0.012552045,0.0396,,,,
4/30/2019,0.001107727,0.000986,0.0396,-11.2238,-11.2072,0.012414521,-0.0694,,,,
5/31/2019,0.001359091,0.001371,-0.0694,-8.9139,-9.7414,0.013239448,0.0693,,,,
6/30/2019,0.001335909,0.001387,0.0693,-8.8549,-8.1943,0.01094684,0.0119,,,,
7/31/2019,0.001179545,0.001084,0.0119,-10.1841,-10.1523,0.011975099,-0.0258,,,,
8/31/2019,0.001248636,0.001298,-0.0258,-3.7648,-4.3863,0.005476894,0.0144,,,,
9/30/2019,0.001316818,0.001292,0.0144,-6.6256,-6.7075,0.008832558,0.0206,,,,
10/31/2019,0.001467273,0.001273,0.0206,-5.5173,-4.8234,0.007077243,0.0387,,,,
11/30/2019,0.000972727,0.000931,0.0387,-13.7502,-13.0816,0.012724829,0.0277,,,,
12/31/2019,0.001173636,0.001174,0.0277,-0.9596,-5.0986,0.005983902,0,,,,
